Website,Length,Protocol,Info
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3467888 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3469348 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3470808 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3472268 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,345,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3474019 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3475479 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3476939 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3478399 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3479859 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3481319 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3482779 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3484239 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3485699 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3487159 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3488619 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,345,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3490370 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3491830 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3493290 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3494750 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3496210 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3497670 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3499130 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3500590 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3502050 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3503510 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3504970 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,345,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3506721 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3508181 Ack=57424 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,929,TLSv1.3,Application Data
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3449773 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3452693 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3455613 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3457668 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3460588 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3463508 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3466428 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3469348 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3472268 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3474019 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3476939 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3479859 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3482779 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3485699 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3488619 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3490370 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3493290 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3496210 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3499130 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3502050 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3504970 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3506721 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3509641 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57424 Ack=3510516 Win=527360 Len=0
wikipedia.csv,180,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3510516 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3511976 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3513436 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3514896 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3516356 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3517816 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3519276 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3520736 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3522196 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3523656 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,93,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3525133 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3526593 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3528053 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3529513 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3530973 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3532433 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3533893 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3535353 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3536813 Ack=57550 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,244,TLSv1.3,Application Data
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57550 Ack=3513436 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57550 Ack=3516356 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57550 Ack=3519276 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57550 Ack=3522196 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57550 Ack=3525116 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57550 Ack=3526593 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57550 Ack=3529513 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57550 Ack=3532433 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57550 Ack=3535353 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57550 Ack=3538273 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57550 Ack=3538463 Win=528128 Len=0
wikipedia.csv,180,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3538463 Ack=57676 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,835,TLSv1.3,Application Data
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57676 Ack=3540704 Win=528384 Len=0
wikipedia.csv,138,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3540704 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3542164 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3543624 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3545084 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3546544 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3548004 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3549464 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3550924 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3552384 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3553844 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,93,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3555311 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3556771 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3558231 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3559691 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3561151 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3562611 Ack=57760 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,431,TLSv1.3,Application Data
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57760 Ack=3543624 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57760 Ack=3546544 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57760 Ack=3549464 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57760 Ack=3552384 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57760 Ack=3555304 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57760 Ack=3556771 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57760 Ack=3559691 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57760 Ack=3562611 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57760 Ack=3564448 Win=528384 Len=0
wikipedia.csv,179,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3564448 Ack=57885 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,971,TLSv1.3,Application Data
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57885 Ack=3566825 Win=528384 Len=0
wikipedia.csv,157,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3566825 Ack=57988 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,766,TLSv1.3,Application Data
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=57988 Ack=3568997 Win=528384 Len=0
wikipedia.csv,145,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3568997 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3570457 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3571917 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3573377 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3574837 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3576297 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3577757 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3579217 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3580677 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3582137 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,92,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3583603 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3585063 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3586523 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3587983 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3589443 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3590903 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3592363 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3593823 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3595283 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3596743 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3598203 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,345,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3599954 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3601414 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3602874 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3604334 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3605794 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3607254 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3608714 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3610174 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3611634 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3613094 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3614554 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,345,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3616305 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3617765 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3619225 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3620685 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3622145 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3623605 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3625065 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3626525 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3627985 Ack=58079 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,942,TLSv1.3,Application Data
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3571917 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3574837 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3577757 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3580677 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3583597 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3585063 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3587983 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3590903 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3593823 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3596743 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3599663 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3601414 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3604334 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3607254 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3610174 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3613094 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3616014 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3617765 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3620685 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3623605 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3626525 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3629445 Win=528384 Len=0
wikipedia.csv,54,TCP,56281  >  443 [ACK] Seq=58079 Ack=3630333 Win=527360 Len=0
wikipedia.csv,179,TLSv1.3,Application Data
wikipedia.csv,152,TLSv1.3,Application Data
wikipedia.csv,92,TCP,443  >  56281 [ACK] Seq=3630333 Ack=58302 Win=82432 Len=0
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3630333 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3631793 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3633253 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3634713 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3636173 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3637633 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3639093 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3640553 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3642013 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3643473 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,93,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3644938 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3646398 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3647858 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3649318 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3650778 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3652238 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3653698 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3655158 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3656618 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3658078 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3659538 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,345,TLSv1.3,Application Data
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3661289 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3662749 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3664209 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3665669 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
wikipedia.csv,1514,TCP,443  >  56281 [ACK] Seq=3667129 Ack=58302 Win=82432 Len=1460 [TCP segment of a reassembled PDU]
